5141.EFNCRP00000007282	GO:0004476,GO:0031505
4932.YJL096W	GO:0003735,GO:0005762,GO:0032543
9606.ENSP00000236192	GO:0000139,GO:0005764,GO:0005768
4932.YHR123W	GO:0004142,GO:0004307,GO:0006646
3702.AT2G46790.1	GO:0003677,GO:0007623,GO:0009266,GO:0010017,GO:0045892
3702.AT5G16620.1	GO:0009535,GO:0009658,GO:0031897,GO:0045037
10090.ENSMUSP00000128278	GO:0001817,GO:0005737,GO:0016328,GO:0030529,GO:0031252,GO:0035305,GO:0043005,GO:0045860
10090.ENSMUSP00000113778	GO:0001568,GO:0001764,GO:0007218,GO:0008285,GO:0017034,GO:0019933,GO:0021591,GO:0021884,GO:0031175,GO:0032092,GO:0032854,GO:0048022,GO:0050774,GO:0070374,GO:0071320,GO:2000481,GO:2000670,GO:2001214,GO:2001224
4896.SPAC4H3.11c.1	GO:0000070,GO:0005198,GO:0005634,GO:0005737,GO:0007052,GO:0031028,GO:0034613,GO:0044732
4932.YGR105W	GO:0005789,GO:0070072
10090.ENSMUSP00000113773	GO:0002227,GO:0002381,GO:0002606,GO:0002710,GO:0002862,GO:0002925,GO:0006954,GO:0006965,GO:0031398,GO:0032088,GO:0032496,GO:0032689,GO:0032695,GO:0032701,GO:0032703,GO:0032720,GO:0032733,GO:0032735,GO:0032755,GO:0032760,GO:0034136,GO:0035419,GO:0043330,GO:0043552,GO:0044130,GO:0045747,GO:0046330,GO:0050679,GO:0050731,GO:0050766,GO:0050830,GO:0051259,GO:0051770,GO:0060585,GO:0070374,GO:0071224,GO:0071608,GO:0090022,GO:2000110,GO:2000363
6239.ZK353.7.1	GO:0018991,GO:0030054,GO:0035264,GO:0040025,GO:0046688,GO:0055070,GO:0055120
9606.ENSP00000238682	GO:0002576,GO:0005114,GO:0005576,GO:0005886,GO:0007179,GO:0007435,GO:0008156,GO:0010718,GO:0010936,GO:0022601,GO:0030168,GO:0030198,GO:0030501,GO:0031012,GO:0031093,GO:0032570,GO:0032967,GO:0034713,GO:0042802,GO:0043932,GO:0045216,GO:0045740,GO:0050431,GO:0050714,GO:0060325,GO:0070483
10090.ENSMUSP00000099657	GO:0000122,GO:0000790,GO:0000792,GO:0003677,GO:0003682,GO:0003700,GO:0003714,GO:0004407,GO:0005667,GO:0005737,GO:0007492,GO:0008134,GO:0008284,GO:0009913,GO:0016581,GO:0021766,GO:0030182,GO:0042475,GO:0042733,GO:0043025,GO:0043066,GO:0048714,GO:0060789,GO:0061029,GO:0061198,GO:0090090,GO:2001243
10090.ENSMUSP00000099652	GO:0001825,GO:0005634,GO:0005737,GO:0005913,GO:0005923,GO:0014704,GO:0016324,GO:0016327,GO:0046581
10090.ENSMUSP00000099653	GO:0005852,GO:0006413
10090.ENSMUSP00000099650	GO:0006606,GO:0008565,GO:0045944,GO:0060135
9606.ENSP00000389182	GO:0004526,GO:0005655
4896.SPBC902.05c.1	GO:0004449,GO:0006099,GO:0006102,GO:0006537
10090.ENSMUSP00000099658	GO:0016581,GO:0035098
10090.ENSMUSP00000099659	GO:0005829,GO:0030018,GO:0031594,GO:0042383,GO:0045103
10090.ENSMUSP00000014545	GO:0004459,GO:0005737,GO:0006754,GO:0019244,GO:0019516,GO:0030317,GO:0031514
10116.ENSRNOP00000020078	GO:0002088,GO:0005212
10090.ENSMUSP00000014546	GO:0001558,GO:0003714,GO:0005634,GO:0007050,GO:0008285,GO:0030216,GO:0045892,GO:0046755
4896.SPCC1259.07.1	GO:0005783,GO:0006338,GO:0032221,GO:0070210
10116.ENSRNOP00000020070	GO:0004930
9606.ENSP00000363571	GO:0007169,GO:0030198
10090.ENSMUSP00000087119	GO:0003700,GO:0016477,GO:0030324,GO:0031638,GO:0048754
7227.FBpp0070368	GO:0004616
4896.SPBC16A3.07c.1	GO:0003714,GO:0005829,GO:0030907,GO:0071930,GO:0071931
9606.ENSP00000377430	GO:0005886,GO:0006691,GO:0019369
9606.ENSP00000318852	GO:0005829,GO:0006805,GO:0007399,GO:0008441,GO:0050427
7227.FBpp0070363	GO:0000278,GO:0007173,GO:0007362,GO:0007418,GO:0007427,GO:0007428,GO:0007444,GO:0007498,GO:0008069,GO:0008293,GO:0008543,GO:0043066,GO:0045314,GO:0045500
3702.AT1G79010.1	GO:0005747,GO:0046872
3702.AT5G51330.1	GO:0005634,GO:0007065,GO:0007066,GO:0007131
6239.B0041.7	GO:0002009,GO:0008406,GO:0009792,GO:0040025,GO:0040035
4896.SPAPB1A10.10c.1	GO:0005634,GO:0005774,GO:0005829,GO:0006886,GO:0061192
4932.YIL043C	GO:0004128
10116.ENSRNOP00000014548	GO:0008292,GO:0015220
384616.Pisl_1862	GO:0016645,GO:0019897,GO:0050660
10090.ENSMUSP00000033198	GO:0005634,GO:0005739,GO:0042403,GO:0042562
4896.SPBC106.08c.1	GO:0005634,GO:0005829
10090.ENSMUSP00000022998	GO:0007089,GO:0008285
9606.ENSP00000264254	GO:0005737
9606.ENSP00000369380	GO:0003677,GO:0003700,GO:0009653
7955.ENSDARP00000092960	GO:0005929,GO:0042384
7955.ENSDARP00000052433	GO:0007420,GO:0007507
10090.ENSMUSP00000022993	GO:0005769,GO:0005770
162425.CADANIAP00007044	GO:0005576
190650.CC_1544	GO:0008360,GO:0042597,GO:0043164
316407.1742154	GO:0000287,GO:0006974,GO:0008801,GO:0009294,GO:0046677
10090.ENSMUSP00000066701	GO:0045217
10090.ENSMUSP00000126092	GO:0016303
4932.YDR372C	GO:0005797,GO:0005829,GO:0006890,GO:0019898,GO:0030968,GO:0034067,GO:0060304,GO:0070273
4896.SPAC869.01.1	GO:0005829
39947.LOC_Os01g56420.1	GO:0005375,GO:0043621
9606.ENSP00000301050	GO:0005245,GO:0005829,GO:0005891,GO:0007268,GO:0007411,GO:0051899
4896.SPAC5H10.05c.1	GO:0005634,GO:0005829
6239.C10G8.6	GO:0005634
10090.ENSMUSP00000127941	GO:0004445,GO:0008340,GO:0009968,GO:0016064,GO:0017124,GO:0030889,GO:0034594,GO:0035556,GO:0043065,GO:0045409,GO:0045579,GO:0045648,GO:0045656,GO:0045659,GO:0045671,GO:0045779,GO:0050777,GO:0051425
4932.YBL068W	GO:0006015,GO:0031505
4896.SPBC336.02.1	GO:0005730,GO:0005819
3702.AT3G19130.1	GO:0005829
10116.ENSRNOP00000042696	GO:0005737
10116.ENSRNOP00000042691	GO:0001503,GO:0005201,GO:0005509,GO:0005578,GO:0009314,GO:0009612,GO:0009629,GO:0009749,GO:0010259,GO:0010447,GO:0014070,GO:0021510,GO:0030336,GO:0042493,GO:0060591,GO:0071363,GO:0072534
9606.ENSP00000374280	GO:0003697,GO:0016593,GO:0019827,GO:0032968,GO:0045944
10090.ENSMUSP00000097538	GO:0001222,GO:0005737,GO:0030512,GO:0060392
4896.SPBC20F10.07.1	GO:0005737
4932.YOR370C	GO:0005968,GO:0006612,GO:0006888,GO:0016020,GO:0017137,GO:0018344,GO:0032858
4896.SPBC14F5.06.1	GO:0005829
10116.ENSRNOP00000010043	GO:0005525,GO:0007269,GO:0016020
3702.AT5G54310.1	GO:0005768,GO:0005802,GO:0005829,GO:0010227,GO:0032857
10090.ENSMUSP00000125548	GO:0005829,GO:0005839
10090.ENSMUSP00000001452	GO:0002199,GO:0005832,GO:0007339,GO:0044297
9606.ENSP00000303740	GO:0006486,GO:0008499
243230.DR_1089	GO:0006302
4896.SPAC57A10.07.1	GO:0005634,GO:0005829
7227.FBpp0071508	GO:0005634,GO:0005739,GO:0007277,GO:0008298,GO:0019090,GO:0030719,GO:0043186
6239.H12I13.4	GO:0003730,GO:0017148,GO:0043073,GO:0048471,GO:0051729
10090.ENSMUSP00000001456	GO:0002070,GO:0005765,GO:0032588,GO:0045055,GO:0045684,GO:0061436
4932.YER023W	GO:0004735,GO:0005737,GO:0006561
4932.YKL040C	GO:0005759,GO:0006880,GO:0016226
9606.ENSP00000058691	GO:0005737
10116.ENSRNOP00000067149	GO:0030672,GO:0060159
10090.ENSMUSP00000062930	GO:0003729,GO:0006398,GO:0071204,GO:0071207
10090.ENSMUSP00000037613	GO:0001652,GO:0006364,GO:0015030,GO:0016074,GO:0030515
9606.ENSP00000396163	GO:0042267,GO:0042803
4896.SPBC13A2.04c.1	GO:0000324,GO:0031520,GO:0032153,GO:0071916
10090.ENSMUSP00000098217	GO:0003700,GO:0009790
4932.YCR073C	GO:0000161
10090.ENSMUSP00000098212	GO:0005881
9606.ENSP00000355922	GO:0000085,GO:0000087,GO:0000278,GO:0000922,GO:0000940,GO:0005635,GO:0005829,GO:0010389,GO:0015031,GO:0016363,GO:0030496,GO:0045502,GO:0045892,GO:0051310
44689.DDB0214992	GO:0005886,GO:0006636,GO:0016491
10090.ENSMUSP00000051293	GO:0009897,GO:0033081
9606.ENSP00000342215	GO:0003823,GO:0004872,GO:0005887,GO:0006955,GO:0050776
10090.ENSMUSP00000051297	GO:0008201,GO:0010811,GO:0019800,GO:0030198,GO:0031012
4896.SPCC1223.11.1	GO:0000173,GO:0004722,GO:0005634,GO:0005829,GO:0006470,GO:0071470
9606.ENSP00000355927	GO:0004674,GO:0005769,GO:0007165
9823.ENSSSCP00000012206	GO:0006953,GO:0034097
3702.AT3G09900.1	GO:0005886
3702.AT3G20060.1	GO:0004842,GO:0005634,GO:0005737,GO:0006511,GO:0008283
39947.LOC_Osp1g01020.1	GO:0009536
10090.ENSMUSP00000080427	GO:0001763,GO:0007612,GO:0048167
9606.ENSP00000312652	GO:0001890,GO:0006112,GO:0048639
3702.AT2G31900.1	GO:0030048
10116.ENSRNOP00000015637	GO:0017123,GO:0032859
4896.SPAC4H3.02c.1	GO:0000812,GO:0005829
224308.Bsubs1_010100017331	GO:0006351,GO:0043934
10090.ENSMUSP00000032719	GO:0005635
10116.ENSRNOP00000011393	GO:0007399
10090.ENSMUSP00000032710	GO:0001504,GO:0005313,GO:0008021
10090.ENSMUSP00000032715	GO:0005829,GO:0006479
10090.ENSMUSP00000124635	GO:0000122,GO:0003677,GO:0003700,GO:0005634,GO:0006366,GO:0045944
10090.ENSMUSP00000032717	GO:0006357,GO:0021521
9606.ENSP00000417052	GO:0001501,GO:0004769,GO:0004888,GO:0005789,GO:0005887,GO:0006695,GO:0015238
10116.ENSRNOP00000055962	GO:0005654,GO:0006396
4932.YDL212W	GO:0006457,GO:0006888,GO:0030176,GO:0051082
3702.AT2G01180.1	GO:0005887,GO:0008195,GO:0010224
4932.YJL170C	GO:0000747,GO:0005886
9606.ENSP00000427550	GO:0000086,GO:0005813,GO:0005829,GO:0010923,GO:0019902,GO:0051225,GO:0051298
4932.YDR176W	GO:0000124,GO:0005671,GO:0016573,GO:0046695
4932.YOR067C	GO:0005789,GO:0006487,GO:0006490,GO:0042283
10116.ENSRNOP00000017773	GO:0030176
4932.YNL241C	GO:0004345,GO:0009051,GO:0042542
9031.ENSGALP00000024527	GO:0000724,GO:0005654,GO:0006303
9606.ENSP00000300093	GO:0000070,GO:0000086,GO:0000122,GO:0000281,GO:0000922,GO:0000942,GO:0001578,GO:0004674,GO:0005654,GO:0005813,GO:0005829,GO:0005876,GO:0007077,GO:0007091,GO:0007092,GO:0007094,GO:0008017,GO:0008283,GO:0010800,GO:0016567,GO:0018105,GO:0030496,GO:0031145,GO:0031572,GO:0031648,GO:0043066,GO:0043393,GO:0045736,GO:0051233,GO:0051297,GO:0071168
4896.SPBP19A11.04c.1	GO:0000920,GO:0005737,GO:0030037,GO:0030427,GO:0032153,GO:0051286,GO:2000769
4932.YHR029C	GO:0030968
4932.YCR020W-B	GO:0000086,GO:0006337,GO:0006338,GO:0006368,GO:0016586,GO:0051726
10090.ENSMUSP00000080397	GO:0030183
9606.ENSP00000295727	GO:0003700,GO:0003714,GO:0006366
9606.ENSP00000320209	GO:0032720,GO:0050710,GO:0050995
511145.b1649	GO:0003700,GO:0045892
10090.ENSMUSP00000131830	GO:0005886
9606.ENSP00000315098	GO:0005615,GO:0007321
10116.ENSRNOP00000056047	GO:0001541,GO:0005524,GO:0005737,GO:0007181,GO:0009749,GO:0009986,GO:0014070,GO:0016361,GO:0021549,GO:0021766,GO:0030154,GO:0030901,GO:0033993,GO:0042493,GO:0042981,GO:0046332,GO:0046872,GO:0048179,GO:0048185,GO:0070700
4896.SPAC25A8.01c.1	GO:0000790,GO:0008094,GO:0032017
9606.ENSP00000390590	GO:0005737,GO:0042995
6239.C52B9.7a	GO:0003847,GO:0009792,GO:0010172
4932.YNL001W	GO:0000294,GO:0004521,GO:0032790,GO:0070651,GO:0070966
9606.ENSP00000420267	GO:0004879,GO:0005654,GO:0006367,GO:0007283,GO:0008283
4896.SPCC63.13.1	GO:0005783
419947.MRA_2860	GO:0040007
4896.SPAC4H3.13.1	GO:0005829
10116.ENSRNOP00000011026	GO:0005634,GO:0005791,GO:0005794,GO:0005874,GO:0008584,GO:0014069,GO:0021549,GO:0043025,GO:0043197,GO:0045925,GO:0045944,GO:0048786,GO:2000324
9606.ENSP00000420269	GO:0001523,GO:0004024,GO:0004031,GO:0004745,GO:0005576,GO:0005730,GO:0005829,GO:0006069,GO:0006805,GO:0009617,GO:0010430,GO:0019841,GO:0035276,GO:0045471,GO:0048019
44689.DDB0231789	GO:0003365,GO:0005737,GO:0030041,GO:0030838,GO:0031256,GO:0036051,GO:0043327,GO:0051453,GO:0061118,GO:0070650,GO:0097230
4896.SPCC1450.06c.1	GO:0005794,GO:0008794,GO:0019430,GO:0031965
10116.ENSRNOP00000066364	GO:0001503,GO:0003993,GO:0005615,GO:0005764,GO:0007162,GO:0010043,GO:0016021,GO:0030316,GO:0030335,GO:0033555,GO:0033591,GO:0045453,GO:0070723
284590.XP_454049.1	GO:0008409,GO:0071028
4896.SPAC644.10.1	GO:0005829
9606.ENSP00000455175	GO:0005070,GO:0005829,GO:0005886,GO:0007596,GO:0008269,GO:0035556
269800.Tfu_0456	GO:0033850
10116.ENSRNOP00000023751	GO:0005222,GO:0005223,GO:0017071,GO:0030553,GO:0043204,GO:0051290
3702.AT4G13430.1	GO:0009570,GO:0019761,GO:0046686,GO:0050486
10116.ENSRNOP00000013384	GO:0004395,GO:0006744
4932.YJR019C	GO:0005777,GO:0006635,GO:0047617
162425.CADANIAP00000323	GO:0016837,GO:0045490
10090.ENSMUSP00000026698	GO:0016324,GO:0022408,GO:0031528,GO:0032534,GO:0050900
4932.YLR274W	GO:0000727,GO:0000784,GO:0003682,GO:0003688,GO:0005656,GO:0005737,GO:0006267,GO:0006270,GO:0006343,GO:0006348,GO:0030174,GO:0031261,GO:0031298,GO:0031939,GO:0032508,GO:0042555
4896.SPAC16A10.07c.1	GO:0000122,GO:0000783,GO:0006302,GO:0006348,GO:0007095,GO:0007131,GO:0030466,GO:0031627,GO:0031848,GO:0031860,GO:0032201,GO:0034613,GO:0042162,GO:0045141
4932.YBR077C	GO:0000329,GO:0007165,GO:0016237,GO:0031902,GO:0034448
6239.F35H10.11	GO:0000785
5141.EFNCRP00000005653	GO:0004032,GO:0004958,GO:0006693,GO:0007586,GO:0008284,GO:0016655,GO:0018636,GO:0032052,GO:0034694,GO:0042448,GO:0044597,GO:0044598,GO:0047086,GO:0047115,GO:0051897,GO:0071395
4896.SPAC343.01c.1	GO:0005634,GO:0005739,GO:0005829
10090.ENSMUSP00000091895	GO:0050777
10090.ENSMUSP00000081010	GO:0001659,GO:0001885,GO:0002862,GO:0004602,GO:0005739,GO:0006641,GO:0007605,GO:0008631,GO:0009410,GO:0009609,GO:0009636,GO:0010332,GO:0018158,GO:0033194,GO:0042311,GO:0042744,GO:0043066,GO:0043403,GO:0043523,GO:0043534,GO:0045444,GO:0048741,GO:0051450,GO:0051702,GO:0051897,GO:0060047,GO:0060055,GO:1902176
10116.ENSRNOP00000022089	GO:0042493
9606.ENSP00000459657	GO:0007267,GO:0008283
4932.YHR215W	GO:0003993
3702.AT4G32470.1	GO:0005750,GO:0005774,GO:0009536
9606.ENSP00000454226	GO:0000795,GO:0005730,GO:0007130
9606.ENSP00000219746	GO:0003682,GO:0034056,GO:0042803,GO:0043524,GO:0045893
4896.SPBC19C7.05.1	GO:0005794
9606.ENSP00000292123	GO:0003690,GO:0005634,GO:0006325
224308.Bsubs1_010100013301	GO:0006302,GO:0043590
5141.EFNCRP00000008554	GO:0005768,GO:0005829,GO:0005886,GO:0007173,GO:0007243,GO:0007411,GO:0007612,GO:0007631,GO:0008543,GO:0016032,GO:0030168,GO:0031295,GO:0038095,GO:0038096,GO:0045087,GO:0048011,GO:0048015,GO:0050690,GO:0050852,GO:0050900
9606.ENSP00000261374	GO:0000139,GO:0005975,GO:0006024,GO:0008146,GO:0016021,GO:0044281
3702.AT2G39750.1	GO:0005768,GO:0005794,GO:0005802
10090.ENSMUSP00000023312	GO:0008045,GO:0009897,GO:0030424,GO:0043025
4932.YIL145C	GO:0004592,GO:0015940
3702.AT4G02440.1	GO:0005634,GO:0009585,GO:0010099,GO:0048366,GO:0048573
10090.ENSMUSP00000057928	GO:0005737,GO:0030218
3702.AT1G70070.1	GO:0009570,GO:0009793,GO:0010494,GO:0010497,GO:0016441
7955.ENSDARP00000018087	GO:0009880,GO:0009952
9823.ENSSSCP00000029611	GO:0005637
235909.GK0274	GO:0002094,GO:0046474
9606.ENSP00000227618	GO:0005680,GO:0090266
3702.AT3G05740.1	GO:0042631,GO:0070417
9606.ENSP00000301873	GO:0005576,GO:0030198
9606.ENSP00000350869	GO:0003725,GO:0005730
4896.SPAC630.04c.1	GO:0000324
3702.AT5G48840.1	GO:0004592,GO:0005829,GO:0009793,GO:0015940,GO:0042803
10116.ENSRNOP00000001759	GO:0000139,GO:0001609,GO:0006355,GO:0006469,GO:0007189,GO:0007205,GO:0007271,GO:0007626,GO:0008285,GO:0014049,GO:0014057,GO:0014061,GO:0014069,GO:0030425,GO:0030673,GO:0031000,GO:0032279,GO:0035249,GO:0035810,GO:0035815,GO:0040013,GO:0042311,GO:0042493,GO:0042734,GO:0042755,GO:0043025,GO:0043116,GO:0043154,GO:0043524,GO:0045211,GO:0045938,GO:0048143,GO:0048167,GO:0048786,GO:0048812,GO:0050714,GO:0051393,GO:0051881,GO:0051924,GO:0051968,GO:0060079,GO:0060134
10116.ENSRNOP00000016554	GO:0001664,GO:0007186
5141.EFNCRP00000009684	GO:0000398,GO:0003723,GO:0005654,GO:0005829,GO:0006401,GO:0030529,GO:0042162
10090.ENSMUSP00000137931	GO:0001934,GO:0005605,GO:0005615,GO:0005796,GO:0007009,GO:0007528,GO:0009986,GO:0030548,GO:0032314,GO:0035374,GO:0043113,GO:0043395,GO:0043525,GO:0045202,GO:0045213,GO:0045887,GO:0045944,GO:2000541
4932.YDR244W	GO:0005052,GO:0005778,GO:0005829,GO:0016560
10116.ENSRNOP00000025361	GO:0005739,GO:0006915,GO:0043065
9986.ENSOCUP00000002327	GO:0005388,GO:0005509,GO:0005524,GO:0005793,GO:0016529,GO:0033017,GO:0048471
9606.ENSP00000354518	GO:0005634,GO:0005737
4932.YOL144W	GO:0000463,GO:0005730
9606.ENSP00000364847	GO:0006355,GO:0043065,GO:0043234,GO:0048011,GO:0050680,GO:0097190
10090.ENSMUSP00000020665	GO:0016592,GO:0019827
10090.ENSMUSP00000020664	GO:0001865,GO:0002250,GO:0005829,GO:0007202,GO:0032609,GO:0032633,GO:0050852
10090.ENSMUSP00000027121	GO:0033227,GO:0043330
10090.ENSMUSP00000027123	GO:0001530,GO:0005743,GO:0005886,GO:0030141,GO:0032727,GO:0032729,GO:0042110,GO:0050870
10090.ENSMUSP00000027125	GO:0005739
10090.ENSMUSP00000027127	GO:0003682,GO:0009952
9606.ENSP00000451080	GO:0006213,GO:0030496
39947.LOC_Os01g71310.1	GO:0019139
9606.ENSP00000359013	GO:0004872,GO:0043066
4932.YLR384C	GO:0002098,GO:0005634,GO:0005737,GO:0006357,GO:0033588
3702.AT2G29470.1	GO:0009407
10090.ENSMUSP00000107477	GO:0001701,GO:0001756,GO:0003007,GO:0005200,GO:0005859,GO:0006936,GO:0007512,GO:0030018,GO:0031430,GO:0043056,GO:0045214,GO:0055003,GO:1901897
3702.AT1G27130.1	GO:0009407,GO:0046686
316407.1805566	GO:0016021,GO:0070301,GO:0071111,GO:0071454
316407.1805567	GO:0003921,GO:0003922,GO:0005829
316407.1805560	GO:0004644,GO:0006974
316407.1805561	GO:0005829
316407.1805562	GO:0004309,GO:0006798
3702.AT1G30530.1	GO:0051555,GO:0080043,GO:0080167
9606.ENSP00000245838	GO:0000445,GO:0016973,GO:0046784
3702.AT5G17380.1	GO:0005829
4932.YMR218C	GO:0005769,GO:0005802,GO:0006891,GO:0016236,GO:0030008,GO:0032258,GO:0032313,GO:0034498
9606.ENSP00000453793	GO:0000122,GO:0003714,GO:0006366,GO:0043565
419947.MRA_2139	GO:0005618,GO:0005829,GO:0005886
10090.ENSMUSP00000073072	GO:0004190,GO:0005768,GO:0019886,GO:0042803
44689.DDB0191187	GO:0005088,GO:0005829,GO:0006935,GO:0007190,GO:0007265,GO:0010628,GO:0030250,GO:0031152,GO:0051897
243276.TP0349	GO:0003755,GO:0042026
44689.DDB0191180	GO:0000331
44689.DDB0191189	GO:0045335
3702.AT1G67430.1	GO:0005730,GO:0005773,GO:0009506,GO:0016020,GO:0022625
511145.b2806	GO:0000453,GO:0070677
10090.ENSMUSP00000028098	GO:0006260
10090.ENSMUSP00000042204	GO:0016592,GO:0019827
10090.ENSMUSP00000042207	GO:0000932,GO:0003729,GO:0009791,GO:0060213,GO:1900153
7227.FBpp0078557	GO:0005886,GO:0005918,GO:0008366,GO:0019991,GO:0021682,GO:0045197,GO:0060857,GO:0061343
4932.YER011W	GO:0005199,GO:0009277
9544.ENSMMUP00000009453	GO:0001956,GO:0019228,GO:0045745,GO:0071392
10090.ENSMUSP00000084896	GO:0003677,GO:0003714,GO:0006355,GO:0035098
9606.ENSP00000394744	GO:0006349,GO:0043045
9606.ENSP00000261991	GO:0001818,GO:0002755,GO:0004674,GO:0005524,GO:0005654,GO:0005737,GO:0007173,GO:0007411,GO:0032793,GO:0033129,GO:0034134,GO:0034138,GO:0034142,GO:0034146,GO:0034162,GO:0034166,GO:0035066,GO:0035666,GO:0038123,GO:0038124,GO:0043987,GO:0043988,GO:0043990,GO:0045087,GO:0045892,GO:0045944,GO:0048011,GO:0051092,GO:0051403,GO:0070498
9606.ENSP00000348918	GO:0001664,GO:0007204,GO:0045087,GO:0045785,GO:0048246,GO:0048247,GO:0071682
39947.LOC_Os01g04360.1	GO:0009408
3702.AT2G25810.1	GO:0009705,GO:0042807
9606.ENSP00000372390	GO:0006520,GO:0015174,GO:0016021
3702.AT1G19250.1	GO:0009626,GO:0009627,GO:0009870,GO:0010204,GO:0042742,GO:0050832,GO:0071456
9606.ENSP00000388275	GO:0004181
9606.ENSP00000418648	GO:0005634
9031.ENSGALP00000015687	GO:0005583
4896.SPAPYUG7.06.1	GO:0005829
10116.ENSRNOP00000021064	GO:0005778
10116.ENSRNOP00000021066	GO:0004222,GO:0005802,GO:0016020
44689.DDB0229965	GO:0045335
9606.ENSP00000225927	GO:0004561,GO:0005975,GO:0006027,GO:0007399,GO:0043202,GO:0044281
10116.ENSRNOP00000064432	GO:0007417
3702.AT2G01350.1	GO:0004514,GO:0009435,GO:0009507
9606.ENSP00000298642	GO:0005886
9606.ENSP00000341030	GO:0004857,GO:0005509,GO:0005576,GO:0006816
3702.AT1G54020.2	GO:0005773
3702.AT3G17880.1	GO:0006457,GO:0010286,GO:0016671,GO:0030544,GO:0051259
5061.CADANGAP00004659	GO:0006508,GO:0070006
511145.b3115	GO:0006567,GO:0008776,GO:0008980,GO:0019665
3702.AT4G21860.1	GO:0006979,GO:0009570,GO:0033743
3702.AT2G35035.1	GO:0006807,GO:0048554
7227.FBpp0078887	GO:0005886,GO:0007632,GO:0050908,GO:0051608,GO:0070733
9606.ENSP00000364591	GO:0005654,GO:0005730,GO:0005737,GO:0005813,GO:0005886,GO:0006987,GO:0008156,GO:0030308,GO:0044267
3702.AT1G48380.2	GO:0003677,GO:0005730,GO:0042023,GO:0048766
9606.ENSP00000364595	GO:0007155,GO:0007399
10090.ENSMUSP00000028328	GO:0005605,GO:0007186,GO:0009181,GO:0017110,GO:0017111,GO:0030168
7227.FBpp0078880	GO:0005811
6239.C07H6.7.1	GO:0005634,GO:0009952,GO:0040026,GO:0042659,GO:0043565,GO:0045026,GO:0051302
9606.ENSP00000369014	GO:0001764,GO:0005576,GO:0010976,GO:0016049,GO:0043524
9606.ENSP00000300056	GO:0005779,GO:0007165,GO:0016559,GO:0042803,GO:0043234,GO:0044255,GO:0044281,GO:0044375
9606.ENSP00000300055	GO:0019433,GO:0044281
4896.SPBC25B2.03.1	GO:0000329,GO:0005783,GO:0005794
4896.SPAC25B8.10.1	GO:0005634,GO:0005829,GO:0044262
9606.ENSP00000289228	GO:0005813,GO:0005829,GO:0005869,GO:0019886
9606.ENSP00000250263	GO:0005730,GO:0005737,GO:0008408
10090.ENSMUSP00000072302	GO:0000209,GO:0002495,GO:0004842,GO:0005765,GO:0005789,GO:0006955,GO:0031901,GO:0031902,GO:0032588
44689.DDB0216251	GO:0031154
44689.DDB0216254	GO:0000922,GO:0005737,GO:0005813,GO:0032133,GO:0032154,GO:0051233
44689.DDB0216256	GO:0001646,GO:0005887,GO:0030552,GO:0031154
316385.ECDH10B_0937	GO:0008270,GO:0008745,GO:0009253,GO:0009392,GO:0019867
10090.ENSMUSP00000104418	GO:0005243,GO:0005921,GO:0007267,GO:0009636,GO:0043209
3702.AT4G30440.1	GO:0005768,GO:0005794,GO:0005802,GO:0050378
316385.ECDH10B_0934	GO:0015598
316385.ECDH10B_0933	GO:0015598,GO:0042597
316385.ECDH10B_0932	GO:0015426
316385.ECDH10B_0931	GO:0015426,GO:0015809
316385.ECDH10B_0930	GO:0015809,GO:0034618,GO:0042597
10090.ENSMUSP00000104411	GO:0032331,GO:0035115,GO:0043154,GO:0045597,GO:0045880,GO:0048704,GO:0060070,GO:0060548,GO:0061037
7227.FBpp0288471	GO:0015991,GO:0033181
4896.SPBC29A3.13.1	GO:0000077,GO:0034502,GO:0070510
9606.ENSP00000441828	GO:0034366
511145.b0755	GO:0005737,GO:0046538
10090.ENSMUSP00000038964	GO:0006412,GO:0009409,GO:0035196,GO:0043023
511145.b0757	GO:0000287,GO:0004335,GO:0005737,GO:0033499
4932.YOL071W	GO:0005749,GO:0005759,GO:0006099,GO:0006121,GO:0018293
511145.b0751	GO:0034257
511145.b0750	GO:0008987,GO:0034628,GO:0051539
511145.b0752	GO:0005385
3702.AT1G15530.1	GO:0005773,GO:0005886
455632.SGR_4245	GO:0005507
511145.b0758	GO:0004335,GO:0008108,GO:0008198,GO:0008270,GO:0033499
3702.AT5G28470.1	GO:0009860
10090.ENSMUSP00000110348	GO:0004181,GO:0005634,GO:0005829,GO:0015631,GO:0035611
10090.ENSMUSP00000052404	GO:0002313,GO:0006959,GO:0008142,GO:0030890
10090.ENSMUSP00000056383	GO:0019799
6239.B0261.2a.2	GO:0000492,GO:0002119,GO:0005737,GO:0008340,GO:0031929,GO:0045727
4932.YNL090W	GO:0003924,GO:0007015,GO:0007017,GO:0007264,GO:0016020,GO:0030010,GO:0031505
4896.SPBC1683.12.1	GO:0005783
7227.FBpp0302983	GO:0005739
79929.MTBMA_c15460	GO:0030269
9606.ENSP00000279488	GO:0002755,GO:0005654,GO:0017017,GO:0034134,GO:0034138,GO:0034142,GO:0034146,GO:0034162,GO:0034166,GO:0035335,GO:0035666,GO:0038123,GO:0038124,GO:0043065,GO:0045087,GO:0048011,GO:0051403,GO:0051409,GO:0070373
4932.YLR191W	GO:0005778,GO:0016560
10090.ENSMUSP00000014065	GO:0001934,GO:0005886,GO:0010828,GO:0045444,GO:0090004
